InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,customer_known,is_return,revenue
559493,84795b,SUNSET CHECK HAMMOCK,1,2011-08-07 13:53:00,16.63,,UNITED KINGDOM,False,False,16.63
559493,DOT,DOTCOM POSTAGE,1,2011-08-07 13:53:00,166.96,,UNITED KINGDOM,False,False,166.96
559494,15056n,EDWARDIAN PARASOL NATURAL,1,2011-08-07 13:54:00,12.46,,UNITED KINGDOM,False,False,12.46
559494,22501,PICNIC BASKET WICKER LARGE,2,2011-08-07 13:54:00,20.79,,UNITED KINGDOM,False,False,41.58
559494,23245,SET OF 3 REGENCY CAKE TINS,1,2011-08-07 13:54:00,10.79,,UNITED KINGDOM,False,False,10.79
559494,DOT,DOTCOM POSTAGE,1,2011-08-07 13:54:00,69.92,,UNITED KINGDOM,False,False,69.92
559496,22365,DOORMAT RESPECTABLE HOUSE,1,2011-08-07 13:54:00,14.13,,UNITED KINGDOM,False,False,14.13
559496,DOT,DOTCOM POSTAGE,1,2011-08-07 13:54:00,19.75,,UNITED KINGDOM,False,False,19.75
559497,22501,PICNIC BASKET WICKER LARGE,1,2011-08-07 13:54:00,20.79,,UNITED KINGDOM,False,False,20.79
559497,22502,PICNIC BASKET WICKER SMALL,2,2011-08-07 13:54:00,10.79,,UNITED KINGDOM,False,False,21.58
559497,22627,MINT KITCHEN SCALES,1,2011-08-07 13:54:00,16.63,,UNITED KINGDOM,False,False,16.63
559497,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-08-07 13:54:00,10.79,,UNITED KINGDOM,False,False,10.79
559497,DOT,DOTCOM POSTAGE,1,2011-08-07 13:54:00,142.29,,UNITED KINGDOM,False,False,142.29
559499,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-08-07 14:22:00,12.46,,UNITED KINGDOM,False,False,12.46
559499,22423,REGENCY CAKESTAND 3 TIER,13,2011-08-07 14:22:00,24.96,,UNITED KINGDOM,False,False,324.48
559499,22691,DOORMAT WELCOME SUNRISE,1,2011-08-07 14:22:00,12.46,,UNITED KINGDOM,False,False,12.46
559499,23298,SPOTTY BUNTING,8,2011-08-07 14:22:00,10.79,,UNITED KINGDOM,False,False,86.32
559499,47566,PARTY BUNTING,59,2011-08-07 14:22:00,10.79,,UNITED KINGDOM,False,False,636.6099999999999
559499,79321,CHILLI LIGHTS,4,2011-08-07 14:22:00,12.46,,UNITED KINGDOM,False,False,49.84
C559500,21735,TWO DOOR CURIO CABINET,-1,2011-08-07 14:27:00,12.75,14016,EIRE,True,True,-12.75
C559502,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-07 14:53:00,12.75,13338,UNITED KINGDOM,True,True,-12.75
559505,22847,BREAD BIN DINER STYLE IVORY,2,2011-08-07 15:16:00,16.95,16398,UNITED KINGDOM,True,False,33.9
559505,22846,BREAD BIN DINER STYLE RED,1,2011-08-07 15:16:00,16.95,16398,UNITED KINGDOM,True,False,16.95
559505,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-07 15:16:00,12.75,16398,UNITED KINGDOM,True,False,38.25
559505,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-08-07 15:16:00,9.95,16398,UNITED KINGDOM,True,False,19.9
559505,23253,16 PIECE CUTLERY SET PANTRY DESIGN,4,2011-08-07 15:16:00,15.95,16398,UNITED KINGDOM,True,False,63.8
559505,84816,DANISH ROSE BEDSIDE CABINET,1,2011-08-07 15:16:00,39.95,16398,UNITED KINGDOM,True,False,39.95
559505,22192,BLUE DINER WALL CLOCK,2,2011-08-07 15:16:00,8.5,16398,UNITED KINGDOM,True,False,17.0
559505,22768,FAMILY PHOTO FRAME CORNICE,4,2011-08-07 15:16:00,9.95,16398,UNITED KINGDOM,True,False,39.8
559506,21115,ROSE CARAVAN DOORSTOP,1,2011-08-07 15:17:00,14.13,,UNITED KINGDOM,False,False,14.13
559506,21754,HOME BUILDING BLOCK WORD,1,2011-08-07 15:17:00,11.63,,UNITED KINGDOM,False,False,11.63
559506,21756,BATH BUILDING BLOCK WORD,1,2011-08-07 15:17:00,11.63,,UNITED KINGDOM,False,False,11.63
559506,21843,RED RETROSPOT CAKE STAND,1,2011-08-07 15:17:00,20.79,,UNITED KINGDOM,False,False,20.79
559506,21906,PHARMACIE FIRST AID TIN,1,2011-08-07 15:17:00,13.29,,UNITED KINGDOM,False,False,13.29
559506,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559506,22139,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559506,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559506,22180,RETROSPOT LAMP,1,2011-08-07 15:17:00,20.79,,UNITED KINGDOM,False,False,20.79
559506,22427,ENAMEL FLOWER JUG CREAM,1,2011-08-07 15:17:00,11.63,,UNITED KINGDOM,False,False,11.63
559506,22501,PICNIC BASKET WICKER LARGE,2,2011-08-07 15:17:00,20.79,,UNITED KINGDOM,False,False,41.58
559506,22502,PICNIC BASKET WICKER SMALL,2,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,21.58
559506,22504,CABIN BAG VINTAGE RETROSPOT,1,2011-08-07 15:17:00,16.63,,UNITED KINGDOM,False,False,16.63
559506,22607,WOODEN ROUNDERS GARDEN SET,1,2011-08-07 15:17:00,16.63,,UNITED KINGDOM,False,False,16.63
559506,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-08-07 15:17:00,16.63,,UNITED KINGDOM,False,False,16.63
559506,23064,CINDERELLA CHANDELIER,1,2011-08-07 15:17:00,99.96,,UNITED KINGDOM,False,False,99.96
559506,23245,SET OF 3 REGENCY CAKE TINS,3,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,32.37
559506,23298,SPOTTY BUNTING,1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559506,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559506,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-08-07 15:17:00,16.63,,UNITED KINGDOM,False,False,16.63
559506,85163B,BLACK BAROQUE WALL CLOCK,1,2011-08-07 15:17:00,24.96,,UNITED KINGDOM,False,False,24.96
559506,DOT,DOTCOM POSTAGE,1,2011-08-07 15:17:00,319.82,,UNITED KINGDOM,False,False,319.82
559506,15056N,EDWARDIAN PARASOL NATURAL,1,2011-08-07 15:17:00,12.46,,UNITED KINGDOM,False,False,12.46
559506,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-08-07 15:17:00,10.79,,UNITED KINGDOM,False,False,10.79
559507,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-08-07 15:22:00,8.95,15920,UNITED KINGDOM,True,False,8.95
559508,22504,CABIN BAG VINTAGE RETROSPOT,1,2011-08-07 15:23:00,29.95,12748,UNITED KINGDOM,True,False,29.95
559510,23173,REGENCY TEAPOT ROSES,2,2011-08-07 15:29:00,9.95,14961,UNITED KINGDOM,True,False,19.9
559513,22501,PICNIC BASKET WICKER LARGE,1,2011-08-07 15:56:00,9.95,14534,UNITED KINGDOM,True,False,9.95
559513,22846,BREAD BIN DINER STYLE RED,1,2011-08-07 15:56:00,16.95,14534,UNITED KINGDOM,True,False,16.95
559513,22894,TABLECLOTH RED APPLES DESIGN,1,2011-08-07 15:56:00,9.95,14534,UNITED KINGDOM,True,False,9.95
559513,22193,RED DINER WALL CLOCK,1,2011-08-07 15:56:00,8.5,14534,UNITED KINGDOM,True,False,8.5
559513,22192,BLUE DINER WALL CLOCK,1,2011-08-07 15:56:00,8.5,14534,UNITED KINGDOM,True,False,8.5
559513,23316,RED REFECTORY CLOCK,1,2011-08-07 15:56:00,9.95,14534,UNITED KINGDOM,True,False,9.95
559513,22607,WOODEN ROUNDERS GARDEN SET,1,2011-08-07 15:56:00,9.95,14534,UNITED KINGDOM,True,False,9.95
559513,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-08-07 15:56:00,9.95,14534,UNITED KINGDOM,True,False,19.9
559514,DOT,DOTCOM POSTAGE,1,2011-08-07 15:57:00,57.67,,UNITED KINGDOM,False,False,57.67
559514,15056n,EDWARDIAN PARASOL NATURAL,1,2011-08-07 15:57:00,12.46,,UNITED KINGDOM,False,False,12.46
559514,22456,NATURAL SLATE CHALKBOARD LARGE,1,2011-08-07 15:57:00,9.96,,UNITED KINGDOM,False,False,9.96
559514,22502,PICNIC BASKET WICKER SMALL,1,2011-08-07 15:57:00,10.79,,UNITED KINGDOM,False,False,10.79
559514,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-08-07 15:57:00,12.46,,UNITED KINGDOM,False,False,12.46
559515,DOT,DOTCOM POSTAGE,1,2011-08-07 15:58:00,36.17,,UNITED KINGDOM,False,False,36.17
559516,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,2011-08-07 16:08:00,9.95,14708,UNITED KINGDOM,True,False,119.39999999999999
559517,22848,BREAD BIN DINER STYLE PINK,1,2011-08-07 16:11:00,33.29,,UNITED KINGDOM,False,False,33.29
559517,DOT,DOTCOM POSTAGE,1,2011-08-07 16:11:00,16.42,,UNITED KINGDOM,False,False,16.42
559518,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-08-07 16:11:00,10.79,,UNITED KINGDOM,False,False,21.58
559518,21259,VICTORIAN SEWING BOX SMALL,1,2011-08-07 16:11:00,12.46,,UNITED KINGDOM,False,False,12.46
559518,22179,SET 10 NIGHT OWL LIGHTS,1,2011-08-07 16:11:00,13.29,,UNITED KINGDOM,False,False,13.29
559518,DOT,DOTCOM POSTAGE,1,2011-08-07 16:11:00,92.88,,UNITED KINGDOM,False,False,92.88
559521,23007,SPACEBOY BABY GIFT SET,1,2011-08-07 16:26:00,16.95,,UNSPECIFIED,False,False,16.95
559521,21055,TOOL BOX SOFT TOY,1,2011-08-07 16:26:00,8.95,,UNSPECIFIED,False,False,8.95
559521,21056,DOCTOR'S BAG SOFT TOY,1,2011-08-07 16:26:00,8.95,,UNSPECIFIED,False,False,8.95
559523,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-08-07 17:19:00,12.75,13955,UNITED KINGDOM,True,False,12.75
559523,22501,PICNIC BASKET WICKER LARGE,1,2011-08-07 17:19:00,9.95,13955,UNITED KINGDOM,True,False,9.95
559523,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-08-07 17:19:00,9.95,13955,UNITED KINGDOM,True,False,9.95
559525,22626,BLACK KITCHEN SCALES,1,2011-10-07 10:30:00,8.5,16923,UNITED KINGDOM,True,False,8.5
559527,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-10-07 11:24:00,9.95,17787,UNITED KINGDOM,True,False,19.9
559527,22624,IVORY KITCHEN SCALES,1,2011-10-07 11:24:00,8.5,17787,UNITED KINGDOM,True,False,8.5
559528,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-10-07 11:34:00,8.5,13064,UNITED KINGDOM,True,False,34.0
559528,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-10-07 11:34:00,8.5,13064,UNITED KINGDOM,True,False,8.5
559528,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-10-07 11:34:00,8.95,13064,UNITED KINGDOM,True,False,35.8
559528,23065,LARGE DECO JEWELLERY STAND,3,2011-10-07 11:34:00,12.5,13064,UNITED KINGDOM,True,False,37.5
559529,23007,SPACEBOY BABY GIFT SET,1,2011-10-07 12:03:00,16.95,14808,UNITED KINGDOM,True,False,16.95
C559530,22655,VINTAGE RED KITCHEN CABINET,-1,2011-10-07 12:04:00,125.0,14808,UNITED KINGDOM,True,True,-125.0
C559531,22846,BREAD BIN DINER STYLE RED,-1,2011-10-07 12:07:00,16.95,14808,UNITED KINGDOM,True,True,-16.95
559535,21735,TWO DOOR CURIO CABINET,2,2011-10-07 12:16:00,12.75,17841,UNITED KINGDOM,True,False,25.5
559535,21784,SHOE SHINE BOX,1,2011-10-07 12:16:00,9.95,17841,UNITED KINGDOM,True,False,9.95
559537,22120,WELCOME  WOODEN BLOCK LETTERS,2,2011-10-07 12:23:00,9.95,14472,UNITED KINGDOM,True,False,19.9
559538,22796,PHOTO FRAME 3 CLASSIC HANGING,1,2011-10-07 12:25:00,9.95,16880,UNITED KINGDOM,True,False,9.95
559539,21621,VINTAGE UNION JACK BUNTING,2,2011-10-07 12:28:00,8.5,18024,UNITED KINGDOM,True,False,17.0
559539,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-10-07 12:28:00,9.95,18024,UNITED KINGDOM,True,False,9.95
559542,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-10-07 13:32:00,9.95,17126,UNITED KINGDOM,True,False,9.95
559546,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2011-10-07 14:49:00,11.95,14163,UNITED KINGDOM,True,False,71.69999999999999
559546,22607,WOODEN ROUNDERS GARDEN SET,2,2011-10-07 14:49:00,9.95,14163,UNITED KINGDOM,True,False,19.9
559547,22606,WOODEN SKITTLES GARDEN SET,1,2011-10-07 15:12:00,15.95,17758,UNITED KINGDOM,True,False,15.95
559548,22829,SWEETHEART WIRE WALL TIDY,1,2011-10-07 15:17:00,9.95,17997,UNITED KINGDOM,True,False,9.95
559550,23316,RED REFECTORY CLOCK,1,2011-10-07 15:38:00,9.95,17757,UNITED KINGDOM,True,False,9.95
559550,23315,IVORY REFECTORY CLOCK,1,2011-10-07 15:38:00,9.95,17757,UNITED KINGDOM,True,False,9.95
559550,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-10-07 15:38:00,9.95,17757,UNITED KINGDOM,True,False,19.9
559551,21781,MA CAMPAGNE CUTLERY BOX,1,2011-10-07 16:18:00,14.95,16877,UNITED KINGDOM,True,False,14.95
559552,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-10-07 16:29:00,9.95,16014,UNITED KINGDOM,True,False,9.95
559552,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-10-07 16:29:00,8.5,16014,UNITED KINGDOM,True,False,8.5
559553,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-07 09:23:00,12.75,16174,UNITED KINGDOM,True,False,12.75
559553,22191,IVORY DINER WALL CLOCK,2,2011-11-07 09:23:00,8.5,16174,UNITED KINGDOM,True,False,17.0
559553,22192,BLUE DINER WALL CLOCK,2,2011-11-07 09:23:00,8.5,16174,UNITED KINGDOM,True,False,17.0
559553,22193,RED DINER WALL CLOCK,2,2011-11-07 09:23:00,8.5,16174,UNITED KINGDOM,True,False,17.0
559554,22120,WELCOME  WOODEN BLOCK LETTERS,12,2011-11-07 10:12:00,8.5,14258,UNITED KINGDOM,True,False,102.0
559554,22776,SWEETHEART CAKESTAND 3 TIER,12,2011-11-07 10:12:00,8.5,14258,UNITED KINGDOM,True,False,102.0
559557,22624,IVORY KITCHEN SCALES,2,2011-11-07 10:33:00,8.5,17444,CANADA,True,False,17.0
559557,22627,MINT KITCHEN SCALES,2,2011-11-07 10:33:00,8.5,17444,CANADA,True,False,17.0
559557,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-07 10:33:00,12.75,17444,CANADA,True,False,12.75
559557,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-11-07 10:33:00,8.5,17444,CANADA,True,False,17.0
559557,23173,REGENCY TEAPOT ROSES,2,2011-11-07 10:33:00,9.95,17444,CANADA,True,False,19.9
C559568,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-07 11:09:00,12.75,13627,UNITED KINGDOM,True,True,-12.75
559605,21735,TWO DOOR CURIO CABINET,6,2011-11-07 11:33:00,10.95,15045,UNITED KINGDOM,True,False,65.69999999999999
559605,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2011-11-07 11:33:00,8.5,15045,UNITED KINGDOM,True,False,68.0
559606,84352,SILVER CHRISTMAS TREE BAUBLE STAND,1,2011-11-07 11:38:00,16.95,14606,UNITED KINGDOM,True,False,16.95
559607,POST,POSTAGE,5,2011-11-07 11:39:00,18.0,12681,FRANCE,True,False,90.0
559639,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-11-07 12:23:00,8.5,13767,UNITED KINGDOM,True,False,51.0
559639,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-07 12:23:00,12.75,13767,UNITED KINGDOM,True,False,76.5
559652,22606,WOODEN SKITTLES GARDEN SET,1,2011-11-07 12:47:00,15.95,17164,UNITED KINGDOM,True,False,15.95
559660,22193,RED DINER WALL CLOCK,2,2011-11-07 13:19:00,8.5,16701,UNITED KINGDOM,True,False,17.0
C559663,22191,IVORY DINER WALL CLOCK,-1,2011-11-07 13:33:00,8.5,17706,UNITED KINGDOM,True,True,-8.5
559665,23065,LARGE DECO JEWELLERY STAND,1,2011-11-07 13:35:00,12.5,12556,SPAIN,True,False,12.5
559665,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-11-07 13:35:00,9.95,12556,SPAIN,True,False,9.95
559669,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-11-07 13:47:00,8.95,16332,UNITED KINGDOM,True,False,17.9
559671,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-11-07 13:55:00,8.5,17811,UNITED KINGDOM,True,False,8.5
559672,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-11-07 14:04:00,9.95,14796,UNITED KINGDOM,True,False,9.95
559672,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-11-07 14:04:00,12.75,14796,UNITED KINGDOM,True,False,12.75
559676,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-11-07 14:40:00,8.5,17340,UNITED KINGDOM,True,False,17.0
559676,22605,WOODEN CROQUET GARDEN SET,4,2011-11-07 14:40:00,12.75,17340,UNITED KINGDOM,True,False,51.0
559678,22634,CHILDS BREAKFAST SET SPACEBOY,1,2011-11-07 14:43:00,9.95,16033,UNITED KINGDOM,True,False,9.95
559678,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-11-07 14:43:00,9.95,16033,UNITED KINGDOM,True,False,9.95
559678,23065,LARGE DECO JEWELLERY STAND,1,2011-11-07 14:43:00,12.5,16033,UNITED KINGDOM,True,False,12.5
559679,23173,REGENCY TEAPOT ROSES,2,2011-11-07 14:46:00,9.95,15265,UNITED KINGDOM,True,False,19.9
559679,22423,REGENCY CAKESTAND 3 TIER,5,2011-11-07 14:46:00,12.75,15265,UNITED KINGDOM,True,False,63.75
559680,POST,POSTAGE,2,2011-11-07 14:47:00,50.0,12717,GREECE,True,False,100.0
C559681,POST,POSTAGE,-1,2011-11-07 14:51:00,50.0,12717,GREECE,True,True,-50.0
C559683,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-11-07 14:56:00,8.95,17337,UNITED KINGDOM,True,True,-8.95
559685,POST,POSTAGE,1,2011-11-07 15:22:00,18.0,12599,FRANCE,True,False,18.0
559686,23020,GLASS  SONGBIRD STORAGE JAR,1,2011-11-07 15:26:00,12.5,17966,UNITED KINGDOM,True,False,12.5
559686,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-11-07 15:26:00,8.5,17966,UNITED KINGDOM,True,False,8.5
559687,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-07 15:28:00,8.5,17966,UNITED KINGDOM,True,False,8.5
559693,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-11-07 16:21:00,16.63,,UNITED KINGDOM,False,False,16.63
559693,21533,RETROSPOT LARGE MILK JUG,1,2011-11-07 16:21:00,9.96,,UNITED KINGDOM,False,False,9.96
559693,21539,RED RETROSPOT BUTTER DISH,1,2011-11-07 16:21:00,9.96,,UNITED KINGDOM,False,False,9.96
559693,21754,HOME BUILDING BLOCK WORD,1,2011-11-07 16:21:00,11.63,,UNITED KINGDOM,False,False,11.63
559693,21843,RED RETROSPOT CAKE STAND,1,2011-11-07 16:21:00,20.79,,UNITED KINGDOM,False,False,20.79
559693,21906,PHARMACIE FIRST AID TIN,1,2011-11-07 16:21:00,13.29,,UNITED KINGDOM,False,False,13.29
559693,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-11-07 16:21:00,10.79,,UNITED KINGDOM,False,False,10.79
559693,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1,2011-11-07 16:21:00,10.79,,UNITED KINGDOM,False,False,10.79
559693,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-11-07 16:21:00,16.63,,UNITED KINGDOM,False,False,16.63
559693,22281,EASTER TREE YELLOW BIRDS,1,2011-11-07 16:21:00,12.46,,UNITED KINGDOM,False,False,12.46
559693,22365,DOORMAT RESPECTABLE HOUSE,1,2011-11-07 16:21:00,15.79,,UNITED KINGDOM,False,False,15.79
559693,22502,PICNIC BASKET WICKER SMALL,1,2011-11-07 16:21:00,10.79,,UNITED KINGDOM,False,False,10.79
559693,22504,CABIN BAG VINTAGE RETROSPOT,1,2011-11-07 16:21:00,16.63,,UNITED KINGDOM,False,False,16.63
559693,22605,WOODEN CROQUET GARDEN SET,1,2011-11-07 16:21:00,24.96,,UNITED KINGDOM,False,False,24.96
559693,22654,DELUXE SEWING KIT,1,2011-11-07 16:21:00,11.63,,UNITED KINGDOM,False,False,11.63
559693,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-11-07 16:21:00,16.63,,UNITED KINGDOM,False,False,16.63
559693,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-11-07 16:21:00,12.46,,UNITED KINGDOM,False,False,12.46
559693,23173,REGENCY TEAPOT ROSES,1,2011-11-07 16:21:00,19.96,,UNITED KINGDOM,False,False,19.96
559693,23245,SET OF 3 REGENCY CAKE TINS,3,2011-11-07 16:21:00,10.79,,UNITED KINGDOM,False,False,32.37
559693,23317,BLUE REFECTORY CLOCK,1,2011-11-07 16:21:00,19.96,,UNITED KINGDOM,False,False,19.96
559693,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2011-11-07 16:21:00,16.63,,UNITED KINGDOM,False,False,16.63
559693,90175D,TIGRIS EYE CHUNKY CHARM BRACELET,1,2011-11-07 16:21:00,9.15,,UNITED KINGDOM,False,False,9.15
559693,DOT,DOTCOM POSTAGE,1,2011-11-07 16:21:00,275.11,,UNITED KINGDOM,False,False,275.11
559697,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-07 17:03:00,12.75,15577,UNITED KINGDOM,True,False,12.75
559698,23094,LE GRAND TRAY CHIC SET,1,2011-11-07 17:07:00,12.5,17589,UNITED KINGDOM,True,False,12.5
559698,22763,KEY CABINET MA CAMPAGNE,1,2011-11-07 17:07:00,9.95,17589,UNITED KINGDOM,True,False,9.95
559699,23020,GLASS  SONGBIRD STORAGE JAR,4,2011-12-07 08:52:00,12.5,12682,FRANCE,True,False,50.0
559699,POST,POSTAGE,1,2011-12-07 08:52:00,18.0,12682,FRANCE,True,False,18.0
559702,22423,REGENCY CAKESTAND 3 TIER,32,2011-12-07 09:10:00,10.95,16013,UNITED KINGDOM,True,False,350.4
559704,22848,BREAD BIN DINER STYLE PINK,1,2011-12-07 09:54:00,16.95,12669,FRANCE,True,False,16.95
559704,POST,POSTAGE,4,2011-12-07 09:54:00,18.0,12669,FRANCE,True,False,72.0
559706,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-07 10:02:00,12.75,16609,UNITED KINGDOM,True,False,12.75
559707,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-12-07 10:04:00,9.95,12358,AUSTRIA,True,False,19.9
559707,POST,POSTAGE,2,2011-12-07 10:04:00,40.0,12358,AUSTRIA,True,False,80.0
559710,POST,POSTAGE,1,2011-12-07 10:25:00,18.0,12474,GERMANY,True,False,18.0
C559738,22607,WOODEN ROUNDERS GARDEN SET,-1,2011-12-07 10:56:00,9.95,18193,UNITED KINGDOM,True,True,-9.95
C559739,17003,BROCADE RING PURSE,-1,2011-12-07 11:07:00,57.6,16422,UNITED KINGDOM,True,True,-57.6
C559742,22423,REGENCY CAKESTAND 3 TIER,-6,2011-12-07 11:11:00,12.75,14267,UNITED KINGDOM,True,True,-76.5
C559744,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-12-07 11:13:00,9.95,15416,UNITED KINGDOM,True,True,-9.95
559746,21621,VINTAGE UNION JACK BUNTING,1,2011-12-07 11:16:00,8.5,16515,UNITED KINGDOM,True,False,8.5
559746,22829,SWEETHEART WIRE WALL TIDY,1,2011-12-07 11:16:00,9.95,16515,UNITED KINGDOM,True,False,9.95
559782,85066,CREAM SWEETHEART MINI CHEST,2,2011-12-07 11:55:00,12.75,12722,FRANCE,True,False,25.5
559782,22797,CHEST OF DRAWERS GINGHAM HEART,2,2011-12-07 11:55:00,16.95,12722,FRANCE,True,False,33.9
559791,22191,IVORY DINER WALL CLOCK,4,2011-12-07 12:24:00,8.5,17675,UNITED KINGDOM,True,False,34.0
559791,22768,FAMILY PHOTO FRAME CORNICE,2,2011-12-07 12:24:00,9.95,17675,UNITED KINGDOM,True,False,19.9
559791,22767,TRIPLE PHOTO FRAME CORNICE,6,2011-12-07 12:24:00,9.95,17675,UNITED KINGDOM,True,False,59.699999999999996
559796,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-12-07 13:30:00,12.46,,UNITED KINGDOM,False,False,24.92
559796,22423,REGENCY CAKESTAND 3 TIER,7,2011-12-07 13:30:00,24.96,,UNITED KINGDOM,False,False,174.72
559796,22690,DOORMAT HOME SWEET HOME BLUE,1,2011-12-07 13:30:00,12.46,,UNITED KINGDOM,False,False,12.46
559796,47566,PARTY BUNTING,20,2011-12-07 13:30:00,10.79,,UNITED KINGDOM,False,False,215.79999999999998
559796,79321,CHILLI LIGHTS,7,2011-12-07 13:30:00,12.46,,UNITED KINGDOM,False,False,87.22
559799,23080,RED METAL BOX TOP SECRET,1,2011-12-07 13:46:00,16.63,,UNITED KINGDOM,False,False,16.63
559799,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-12-07 13:46:00,12.46,,UNITED KINGDOM,False,False,12.46
559799,DOT,DOTCOM POSTAGE,1,2011-12-07 13:46:00,23.0,,UNITED KINGDOM,False,False,23.0
559800,21843,RED RETROSPOT CAKE STAND,1,2011-12-07 13:46:00,20.79,,UNITED KINGDOM,False,False,20.79
559800,DOT,DOTCOM POSTAGE,1,2011-12-07 13:46:00,34.5,,UNITED KINGDOM,False,False,34.5
559801,20685,DOORMAT RED RETROSPOT,1,2011-12-07 13:46:00,16.63,,UNITED KINGDOM,False,False,16.63
559801,21363,HOME SMALL WOOD LETTERS,1,2011-12-07 13:46:00,10.79,,UNITED KINGDOM,False,False,10.79
559801,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-12-07 13:46:00,16.63,,UNITED KINGDOM,False,False,16.63
559801,22424,ENAMEL BREAD BIN CREAM,1,2011-12-07 13:46:00,24.96,,UNITED KINGDOM,False,False,24.96
559801,22501,PICNIC BASKET WICKER LARGE,2,2011-12-07 13:46:00,20.79,,UNITED KINGDOM,False,False,41.58
559801,DOT,DOTCOM POSTAGE,1,2011-12-07 13:46:00,90.42,,UNITED KINGDOM,False,False,90.42
559802,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-12-07 13:48:00,16.63,,UNITED KINGDOM,False,False,16.63
559802,22501,PICNIC BASKET WICKER LARGE,1,2011-12-07 13:48:00,20.79,,UNITED KINGDOM,False,False,20.79
559802,22502,PICNIC BASKET WICKER SMALL,1,2011-12-07 13:48:00,10.79,,UNITED KINGDOM,False,False,10.79
